review_score,review_comment_message
4,Falta apenas mais instruções como usar os produtos. Se separados ou juntos?
5,"Excelente produto, entrega imediata e preço mt bom!!"
5,"OTIMO , "
5,Tudo ok!
5,Recebi corretamente!
1,Película muito ruim celular Mem funcionou a tela com ela 
5,A mercadoria bem antes do previsto e a embalagem protegia bastante.
5,"Amei o produto, do jeito que eu esperava e imaginava! Já usei muito "
1,Nao recebi os produtos
4,Muito bom e rápido!!!! Ganhou um cliente!! 
5, O que eu tenho de dizer ...vcs estão de Parabéns!! Muito Obrigado !!! 
5,"Produto de exelente qualidade, recomendo pois chegou antes do prazo e veio certinho sem nenhum defeito"
5,"O pedido chegou antes do prazo,meu filho amou a mochila.Obrigada"
1,Não consegui obter informações sobre a entrega do produto
1,Não comprarei mais nada no app do shptime que não seja vendido e entregue pelo baratheon. Estou no aguardo de uma resposta!
4,"Para o que preciso , este produto atende minhas necessidades, preço bom ."
5,"Excelente produto, chegou rapido e alem das expectativas. "
1,Demorou 2 meses p depois cancelar
5,Produto muito bom e entrega no prazo
5,Gostei do produto e era o esperado 
1,Comprei dois pentes de memória e me enviaram apenas um. Estou aguardando o prazo de resposta sobre esse problema. Foi uma palhaçada. Não recomendo a loja. Qualidade e responsabilidade é tudo!
5,Gostei muito chegou tudo certinho e antes do prazo tudo bem embalado super recomendo produto de qualidade os sabores são ótimos tudo em perfeito estado estou usando e estou gostando muito eu aprovo e 
1,Eu comprei dois pendentes o simples e o duplo mas entregaram apenas o.simples. Eu estou aguardando a entrega da outra mercadoria
5,"O produto corresponde ao anúncio, qualidade muito boa preço até inferior à ela. O prazo de entrega previsto foi bastante antecipado, pedido chegou na hora que mais precisava do produto.  Sou agradecid"
5,obrigado 
5,"Apesar de ter sido entregue dentro do prazo o mesmo poderia ser menor, muito tempo desde a compra até o recebimento."
1,Compra efetuada em 28/11 e a nota fiscal ainda não foi emitida....
5,Tudo correto! Obrigada
5,Muito boa a entrega rapida
4,Ótimo Produto tudo de acordo com o anuncio e a entrega foi muito rápida estou muito satisfeito
5,Chegou antes do prazo e a mercadoria é de excelente qualidade
5,"Amei meu produto, o prazo de entrega escelente, vou continuar comprando e indicando. "
2,"Solicito informações sobre a compra e o estorno da compra? Se o valor for devolvido, recomendaria a loja sim"
1,O produto veio faltando.. Comprei 2 unidade veio só uma e agora?
4,Como faço para trocar a película?
1,Não recebi 
5,Nota 10
1,ATRAZADA
5,Tudo foi entregue em perfeito estado !Antes do prazo de entrega ! 
5,Ta muito dificil comprar com as lannister levei quase 30 dias pra receber meu produto nao recomendo pela demora 
2,"NAO QUERO FICAR COM O PRODUTO, QUERO DEVOLVER, NAO ABRIR . ACHEI QUE ERA PANELAS GRANDE MAIS E PEQUENA PARECEM DE BRINQUEDO PELO TAMANHO DA CAIXA.  PRECISO ENVIAR PELO CORREIO, MIM PASSA OS PASSO "
5,bom
5,MUITO BOM
1,Faltou a grama
5,satisfeito
5,Recomendo!!!
1,Ainda não recebi
4,"Só não gostei muito da qualidade do produto, pelo preçi achei que tinha uma qualidade melhor."
5,Conforme o esperado
4,"Produto chegou dentro do prazo, igual da foto."
1,"Não recebi, e quero saber sobre o tênis que comprei e teve a venda cancelada!   Mas eu não cancelei nada e paguei pelo tênis."
4,Muito bom
4,Produtos de qualidades ta aprovado...
5,"Produto aderente, fácil aplicação, sem nenhum defeito     Ficou lindo no quarto do meu Bernardo ;)"
3,"Foi bom, obrigado."
4,Preferia que fosse direto com a lannister.com. Entrega mais rápida e frete mais barato.
5,Muito bom
2,Ainda falta entregar uma colcha de cama de casal.  um dos jogos de lençol não foi o mesmo que escolhi.
5,Parabéns pela pontualidade 
5,CONTUNUEM ASSIM                  
5,Top super pontual..    
5,fiquei muito satisfeita porque o produto chegou antes da data prevista e veio o que eu solicitei. Obrigada
5,"produto de boa qualidade, perfeito atendeu minhas espectativas"
5,muito muito bom
5,Muito bom chegou antes do prazo
5,Chegou rapidinho. 
5,Super recomendo .
5,Entregue antes da data e em perfeito estado....
5,Espero que o aparelho realmente atenda o que espero dele...
5,Empresa de grande responsabilidade
4,Preciso trocar o produto 
5,Tudo conforme acordado.
5,Produto entregue com rapidez e qualidade
1,"anunciam produto que nao tem em estoque, não comunicam, não dao satisfação...pessimo vendedor"
5,excelente aquisição
5,Entrega o que promete 
3,Recomendo esta loja mais eles deveriam prestar mais atenção quando separam as peças para o envio pois veio a capa certa mais a pelicula de vidro errada 
5,"Olá, a loja me entregou o fone em um tempo muito rápido dentro de 6 dias, ótimo fone lindo acabamento super satisfeito com a compra e com a loja "
5,"Amei, lindo! "
5,Foi rápido 
3,Para melhor avaliação só usando e como ainda não usei???
4,Pedido cancelado. 
1,Ainda não recebi o produto. 
1,DESCUMPRIMENTO DE PRAZO PROMETIDO QUE VENCEU HÁ UMA SEMANA. PRODUTO NÃO ENTREGUE.
4,"O produto funciona como prometido. O único detalhe é q é idêntico a manta/coberta de microfibra, eu testei com uma manta depois q chegou e funciona igual, então acaba sendo um produto caro. Mas é bom."
5,"Chegou muito antes do prazo, com 2 dias. Produto perfeito!"
4,so gostaria de ter recebido uma caixinha melhor e mais bonita para guardar o cordao !!!!!
1,Produto quebrado
4,Tudo rápido e eficiente.
3,"Comprei o produtor para fazer meu curso de barbeiro, enquanto estava cortando meu primeiro cabelo, apos o uso da tesoura vi que ela era 6.0 e não 5.5 como no titulo do produto adquirido."
5,"gostei muito, chegou no prozo certo,perfeito."
5,comprei num dia e recebi no outro e a mercadoria é excelente!!!
5,.... ...... ..........        
5,"produto excelente parabéns, vou comprar outra"
4,"Imaginei que o material fosse um pouco superior , mais é bom. Espero ser resistente e duradouro. A entrega chegou bem antes da data prevista isso foi muito bom. Conferir tá tudo em perfeitas condições"
1,é muito fino 
5,Fui muito bem atendida!
5,"muito bom entrega antes do prazo, recomendo"
1,Não foi entegue
4,O produto chegou no prazo e em perfeitas condições!
5,Chegou antes do prazo
5,"Entrega em 2 dias, produto c boa qualidade (otimo custo beneficio)"
1,"Por favor, reenviar!"
3,Muito bom ! 
2,"a entrega encontra se no prazo,  constaria que entrega se antes pois necessitaria do produto antes do prazo determinado."
5,chegou tudo certo muito boa a maquina 
4,"O produto corresponde à descrição, veio embalado direitinho e chegou no prazo."
4,Esperava mais do produto
5,O produto chegou antes do prazo esperado.  Estou muito satisfeita 
5,"Chegou bem antes do prazo estimado, recomendo!"
5,"muito boa a informação pós compra, para saber como esta o andamento da entrega programada."
4,produto atingiu meu desejo. gostei da qualidade 
4,Recebi o produto correto e antes do prazo.
5,Produto de boa qualidade. Só a entrega q demorou um pouco 
1,"O produto não é o que se vê pela internet. Tem péssimo acabamento, parece um latão reciclado, cheio de arranhões tanto no corpo quanto na tampa, uma tampa veio com um rachado, fraca atração magnética "
4,"Amei,além de ser linda super confortável minha princesinha até dormiu na minha vez q sentou nela,e super recomendo,sobre a entrega chegou dentro do prazo .... Por enquanto tudo ok....."
4,"Um pouco de confusão na hora de entrega, mas tudo resolvido"
4,Espero que seja sempre assim rápido e produto perfeito.
2,"PRODUTO ENTREGUE COM AVARIA, SOLICITADO TROCA."
1,"Comprei e pageui por duas unidades do kit de fazer pastel, porém so recebi um, enviei reclamação para a loja e não obtive resposta, e agora? Fiquei no prejuizo?  "
5,Chegou antes do prazo. O produto é excelente.
4,"Teve um atraso de alguns dias(por conta dos correios acredito) mas chegou tudo certinho o Vendedor ainda colocou uma pelicula de brinde, super bem embalado, recomendo."
4,"Produtos com qualidade, entregues antes do prazo."
5,Não recebi o produto 
5,gostei
2,"nao gostei do produto, mas ele foi entregue"
5,Recebi o produto como anunciado pelas fotos e antes do prazo da entrega. Recomendo.
5,"Ótima comprá, produto bonito, resistente e muito agradável ao toque, valeu a pena. "
5,Chegou bem antes do esperado 😍
5,Gostei
3,"Recebi apenas um dos meus pedidos até agora ( o lençol Pink), mas nada dos outros dois."
4,"O acabamento poderia ser melhor, mas o produto não deixa de ter qualidade. Recomendo"
5,"otimo produto e facil de montar,minha filha adorou!!!"
1,Não gostei muito ruim não compro mais nessa loja.
5,Eu recomendo a empresa
5,Material delicado e bonito 
4,Foi entregue o produto no prazo e tudo correto
1,COMO DAR MINHA OPINIÃO?????  NÃO RECEBI O PRODUTO ISSO JÁ É UMA MANEIRA DE SABER QUE ESTOU TOTALMENTE INSATISFEITA E IRRITADA.  QUERO SABER QUAL SERÁ A PROVIDÊNCIA???? 
3,"Chegou antes da data prevista, mas a loja deveria zelar mais pela limpeza e cuidado de armazenamento do produto, para não enviar com oxidação e ferrugem. Mas o produto cumpre a missão."
1,"No site da lannister a data de entrega seria 04/01, mas no código de rastreio o produto foi postado no correio no dia 04/01, ou seja, o produto ainda está em trânsito no dia de hoje 06/01. "
4,"Produto de excelente qualidade, bonito. O atendimento foi muito bom, entrega dentro do prazo."
5,Otimo
3,O produto foi comprado em 6x no cartão e foi cobrado em apenas uma vez. 
5,Entrega rápida 
5,Continuo sendo cliente td correu bem
5,Empresa cumpriu o prometido e isso e o suficiente para estabelecer uma relação de confiança.
5,"Conforme chegou conforme anunciado, recomendo a loja.."
1,"mais de 30 dias pra receber essa mercadoria.   O prazo estava até o dia 11 e até agora nada!!!  Temos protocolo, e-mail... e nenhuma resposta de vocês!  Um absurdo!"
4,"produto semelhante ao original, entrega rápida."
4,acuso positivamente o recebimento do produto.
5,O produto que chegou é mais bonito do que eu esperava.
5,"Ameiii o produto, já tinha tido outra antes!!"
5,"Produto de excelente qualidade, original..RECOMENDO"
5,Adorei 
5,"SUPER INDICO,CHEGOU ANTES DO PRAZO PREVISTO"
5,ÓTIMO!
5,"Negou td certinho a câmera bonitinha lá , bem só teve uma coisa a entrada para microfone e USB oi seja quem adquirir tem que comprar o adaptador mas tiramos isso a imagem e ótimo . "
5,"Bom produto, ótima loja. Tudo certo."
5,"Quadro bonito e bem feito, otimo custo beneficio."
1,"UMA BOSTA NAO ENTREGA, E NAO FAZ ESTORNO DO VALOR.. VOU TER QUE ENTRAR COM UM PROCESSO CONTRA lannister"
1,Pedi com os braços rosa porém veio no branco 
1,"como uma empresa que se preste a fornecer uma mercadoria de marca internacional, de alto valor agregado e não se dão ao mínimo do trabalho de verificar se o mesmo esta funcionando. respondam a pergunt"
5,muito bem atendido
1,O produto voltou e nem sequer ligaram pra saber como proceder pra mandar novamente 
5,Muito Bom
5,entrega dentro do contratado
5,Bom atendimento de rastreabilidade.  Prazo excelente.
5,"Entrega muito antes do prazo previsto, excelente qualidade, lindo... eu amei!"
5,"Tudo de acordo com o combinado,boa loja"
5,amei o produto excelente qualidade!
3,"Solicitei capa e pelicula de vidro do xperia xa, a capa veio correta, porém a pelicula veio errada, menor e estreita, estou aguardando reembolso."
3,estou satisfeita com a compra.
1,produto em atraso.
4,Infelizmente o produto veio com defeito 
1,Produto não é bom pois não faz nenhum efeito na sombrancelhas. Não recomendo
5,a encomenda chegou bem antes do previsto
1,"Sou policial civil no RJ e necessitava do produto para investigar. Me cobraram frete é paguei. Produto filma mas não grava áudio de voz. Queria fazer a troca, mas não quero pagar frete para entrega. "
5,"Adorei o produto, chegou antes do prazo"
5,A culpa não é da loja e sim do transporte
5,Excelente .
1,Nao recebi o produto
4,"Muito satisfeito, produto de ótima qualidade e rapidez na entrega.recomendo sim essa loja, continue assim sempre melhorando cada vez mais."
4,Dentro do prazo
5,material de qualidade e fácil de instalar.
3,Recebi o produtos na data porem vieram um pouco sujos os protetores
1,Estou aguando o meu produto que não chegou dentro do prazo 
1,algumas informações do site do correio desencontradas diziam que o produto não havia chegado na unidade de minha cidade.
5,Ótima 
3,"Meu produto ainda não chegou e como era presente pra natal, tem até sábado dia 23/12 ou vou querer meu dinheiro de volta."
1,não entregaram a mercadoria completa
3,"Recebi o produto correto, porém o valor do produto na NF ficou a menor, R$ 172,00 sendo que comprei a 219,90.  O valor do frete calculado foi R$ 18,90 e veio R$ 93,00.  Gostaria que viesse com correto"
4,Chato foi ter que ir nos correios para buscar .   Nem em área de risco eu moro . 
1,"Produto entregue errado, comprei um produto recebi outro totalmente diferente."
4,"Os produtos chegaram em conformidade e com mais de 10 dias de antecedência do prazo máximo que foi dado. O único ponto negativo foi o preço do frete, achei absurdamente alto!"
2,"óculos lindo, chegou em perfeito estado. Mas não foi entregue dentro do prazo. "
1,Infelizmente ainda não recebe o produto
4,"Ótimo produto,atendeu bem as minhas necessidades,apesar de ter chegado 5 dias após o prazo estipulado no ato da compra,valeu a pena pela qualidade e bom preço."
4,A principio é bom.. e a entrega foi no prazo..
5,Muito bom
5,"A luminária é linda, tem um tamanho excelente e o acabamento é bem bom.   "
2,"O produto foi produzido a muito tempo atrás, sobrando pouco tempo de validade quando ele foi entregue."
4,Otimo
1,Nao gostei do produto pois veio com detalhes no acabamento e com sinais que ja foram uzados
1,Faz 23 dias da minha compra e até o momento não recebi o meu produto .
